job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role
AIJOB0765,AI Engineer,AI Engineering,Mid,7,Associate's,135000.0,90000.0,320000.0,Seattle,USA,On-site,Mid-size (501-5000),Research,PyTorch|Python|LLM Integration|Statistics|SQL|Leadership,34.15,95,42.7,6.4,2026,3,0,0,0
AIJOB0766,MLOps Engineer,ML Operations,Mid,4,Bachelor's,135000.0,90000.0,320000.0,Paris,France,Hybrid,Mid-size (501-5000),Retail,Monitoring|MLflow|Cloud|CI/CD|Kubernetes|Docker|Python|Linux,34.15,93,37.9,7.8,2026,2,0,1,0
AIJOB0767,AI Engineer,AI Engineering,Entry,3,Bachelor's,194000.0,90000.0,300000.0,New York,USA,Hybrid,Big Tech (FAANG+),Government,Cloud (AWS/GCP/Azure)|Docker|Python|LLM Integration|Leadership|Agile|Linux,0.51,95,45.1,9.0,2026,2,0,1,0
AIJOB0768,Data Engineer (AI),Data Engineering,Mid,5,Master's,220000.0,90000.0,320000.0,New York,USA,On-site,Mid-size (501-5000),Automotive,dbt|Feature Stores|Python|Research|SQL|Cloud,7.32,88,20.4,7.7,2025,1,0,0,0
AIJOB0769,AI Compliance Manager,Governance,Mid,7,Master's,100000.0,90000.0,320000.0,Beijing,China,Hybrid,Big Tech (FAANG+),Retail,EU AI Act|Legal Knowledge|Risk Management|Git|Leadership|SQL,51.22,68,26.4,6.7,2026,2,0,1,0
AIJOB0770,NLP Engineer,AI Engineering,Mid,4,Master's,259000.0,90000.0,320000.0,Dubai,UAE,Hybrid,SME (51-500),Media,BERT|Transformers|Hugging Face|Text Processing|Python|LLMs|Cloud|Agile|Linux,26.34,91,68.3,7.5,2025,4,0,1,0
AIJOB0771,Prompt Engineer,AI Engineering,Entry,3,Master's,200000.0,90000.0,300000.0,Austin,USA,Fully Remote,Mid-size (501-5000),Manufacturing,NLP|Prompt Design|Documentation|Cloud|Linux,2.56,82,12.3,9.3,2025,4,0,1,1
AIJOB0772,Generative AI Engineer,AI Engineering,Senior,8,PhD,193000.0,95000.0,320000.0,Singapore,Singapore,Fully Remote,Mid-size (501-5000),Retail,Deployment|Python|Diffusion Models|Agile|Cloud,6.99,95,85.1,8.0,2026,1,1,1,1
AIJOB0773,AI Compliance Manager,Governance,Mid,5,Master's,135000.0,90000.0,320000.0,London,UK,Hybrid,Startup (1-50),Consulting,Documentation|Risk Management|Legal Knowledge|EU AI Act|Statistics|SQL|Agile,34.15,68,12.3,6.8,2025,6,0,1,0
AIJOB0774,Deep Learning Engineer,AI Engineering,Mid,6,Bachelor's,195000.0,90000.0,320000.0,Dubai,UAE,Fully Remote,Mid-size (501-5000),Research,Python|CUDA|GPU Computing|TensorFlow|Research|Leadership|Problem Solving,4.88,89,6.2,9.7,2025,2,0,1,0
AIJOB0775,AI Agent Developer,AI Engineering,Mid,4,Master's,257000.0,90000.0,320000.0,Los Angeles,USA,Fully Remote,Enterprise (5000+),Energy,Python|Tool Use|APIs|AutoGen|Git,25.37,96,85.2,9.8,2025,9,0,1,1
AIJOB0776,Prompt Engineer,AI Engineering,Entry,2,Bachelor's,120000.0,90000.0,300000.0,Tokyo,Japan,On-site,Big Tech (FAANG+),Media,Prompt Design|Testing|Documentation|Cloud|Git,38.46,82,28.1,6.9,2025,8,0,0,1
AIJOB0777,AI Agent Developer,AI Engineering,Mid,7,Associate's,212000.0,90000.0,320000.0,Remote,Global,Hybrid,Mid-size (501-5000),Finance,Python|Planning Systems|LangChain|Tool Use|AutoGen|APIs|SQL,3.41,96,24.0,8.0,2026,2,0,1,1
AIJOB0778,Data Scientist,Data Science,Mid,5,Master's,138000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Mid-size (501-5000),Automotive,Python|Data Visualization|Statistics|Scikit-learn|ML Algorithms|Linux,32.68,92,20.4,7.7,2025,7,0,1,0
AIJOB0779,Senior ML Engineer,AI Engineering,Senior,11,PhD,212000.0,95000.0,320000.0,Seattle,USA,Hybrid,Mid-size (501-5000),Government,System Design|Python|Distributed Systems|Research,2.17,96,69.3,8.0,2025,12,1,1,0
AIJOB0780,Senior Data Scientist,Data Science,Mid,5,Master's,157000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,Startup (1-50),Government,Causal Inference|ML|Deep Learning|Leadership|SQL,23.41,90,13.0,8.8,2025,3,0,0,0
AIJOB0781,AI Compliance Manager,Governance,Senior,9,PhD,200000.0,95000.0,320000.0,Los Angeles,USA,On-site,Mid-size (501-5000),Energy,Auditing|Risk Management|Legal Knowledge|EU AI Act|Documentation|Research|Cloud|Linux,3.61,68,11.6,8.8,2025,4,1,0,0
AIJOB0782,MLOps Engineer,ML Operations,Mid,4,Master's,183000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Startup (1-50),Consulting,Cloud|Monitoring|MLflow|Kubernetes|CI/CD|Python|Communication,10.73,93,18.9,8.5,2026,3,0,1,0
AIJOB0783,AI Engineer,AI Engineering,Entry,2,Associate's,100000.0,90000.0,300000.0,Beijing,China,Fully Remote,Startup (1-50),Government,Cloud (AWS/GCP/Azure)|LLM Integration|Python|PyTorch|Problem Solving|Linux,48.72,95,60.5,8.4,2026,3,0,1,0
AIJOB0784,LLM Engineer,AI Engineering,Mid,4,Bachelor's,300000.0,90000.0,320000.0,Paris,France,On-site,Big Tech (FAANG+),Energy,Prompt Engineering|Fine-tuning|RAG|Vector DBs|Communication|Linux|Statistics,46.34,98,51.5,7.2,2026,1,0,0,1
AIJOB0785,AI Research Scientist,Research,Mid,6,Master's,163000.0,90000.0,320000.0,Los Angeles,USA,On-site,Startup (1-50),Consulting,Deep Learning|Mathematics|Python|PyTorch|Publishing|Research|Cloud,20.49,88,29.3,6.1,2026,3,0,0,0
AIJOB0786,Deep Learning Engineer,AI Engineering,Senior,8,Associate's,174000.0,95000.0,320000.0,Paris,France,Fully Remote,Big Tech (FAANG+),Government,CUDA|PyTorch|GPU Computing|TensorFlow|Python|SQL|Statistics,16.14,89,8.6,8.6,2026,2,1,1,0
AIJOB0787,AI Engineer,AI Engineering,Mid,6,Associate's,159000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,SME (51-500),Government,LLM Integration|PyTorch|Cloud (AWS/GCP/Azure)|Docker|Python|Cloud|Problem Solving|Statistics,22.44,95,30.8,8.1,2026,1,0,1,0
AIJOB0788,Multimodal AI Engineer,AI Engineering,Senior,9,Associate's,214000.0,95000.0,320000.0,Austin,USA,Hybrid,SME (51-500),Automotive,PyTorch|Vision-Language Models|APIs|Leadership|Linux,3.13,90,26.2,7.0,2026,1,1,1,1
AIJOB0789,AI Research Scientist,Research,Senior,12,Bachelor's,130000.0,95000.0,320000.0,Remote,Global,On-site,SME (51-500),Finance,Mathematics|Deep Learning|Publishing|Python|Research|PyTorch|Leadership|Communication,37.35,88,20.3,9.1,2026,1,1,0,0
AIJOB0790,ML Engineer,AI Engineering,Mid,4,Associate's,157000.0,90000.0,320000.0,Seattle,USA,Fully Remote,Enterprise (5000+),Government,SQL|Kubernetes|Python|TensorFlow|PyTorch|Research,23.41,97,53.1,9.3,2026,3,0,1,0
AIJOB0791,Prompt Engineer,AI Engineering,Entry,3,Master's,166000.0,90000.0,300000.0,Austin,USA,Fully Remote,Startup (1-50),Technology,NLP|Documentation|Testing|Agile|Cloud|Linux,14.87,82,8.5,7.5,2026,3,0,1,1
AIJOB0792,Senior Data Scientist,Data Science,Mid,6,Bachelor's,157000.0,90000.0,320000.0,Beijing,China,Hybrid,SME (51-500),Media,Leadership|ML|Deep Learning|Python|Causal Inference|Advanced Statistics|SQL|Cloud,23.41,90,29.3,6.8,2026,1,0,1,0
AIJOB0793,Senior Data Scientist,Data Science,Senior,11,Master's,157000.0,95000.0,320000.0,Toronto,Canada,Hybrid,Mid-size (501-5000),Healthcare,ML|Deep Learning|Python|SQL|Communication,24.34,90,9.1,7.4,2025,7,1,1,0
AIJOB0794,NLP Engineer,AI Engineering,Senior,8,Bootcamp/Self-taught,153000.0,95000.0,320000.0,Dubai,UAE,Fully Remote,Mid-size (501-5000),Research,Python|Transformers|Hugging Face|LLMs|Text Processing|BERT|Agile|SQL,26.27,91,38.6,6.5,2025,9,1,1,0
AIJOB0795,ML Engineer,AI Engineering,Mid,6,PhD,280000.0,90000.0,320000.0,Boston,USA,Fully Remote,Enterprise (5000+),Research,PyTorch|TensorFlow|Python|SQL|Kubernetes|MLOps|Research,36.59,97,27.4,6.7,2025,3,0,1,0
AIJOB0796,AI Agent Developer,AI Engineering,Mid,4,Bachelor's,258000.0,90000.0,320000.0,Seattle,USA,Fully Remote,Enterprise (5000+),Automotive,LangChain|Planning Systems|AutoGen|Tool Use|APIs|Python|Cloud,25.85,96,79.0,9.2,2025,11,0,1,1
AIJOB0797,AI Product Manager,Product,Mid,7,Master's,174000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,Startup (1-50),Research,Product Strategy|Agile|Stakeholder Mgmt|AI Literacy|Data Analysis|Git|Research|Leadership,15.12,85,17.4,9.4,2026,1,0,0,0
AIJOB0798,AI Engineer,AI Engineering,Mid,7,Associate's,142000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,Startup (1-50),Finance,LLM Integration|Docker|Cloud (AWS/GCP/Azure)|Statistics|Linux,30.73,95,63.1,6.1,2025,8,0,1,0
AIJOB0799,Data Scientist,Data Science,Senior,8,Bachelor's,138000.0,95000.0,320000.0,Berlin,Germany,Hybrid,Enterprise (5000+),Media,Python|Data Visualization|Statistics|Scikit-learn|Cloud|Research|SQL,33.49,92,34.6,7.6,2026,2,1,1,0
AIJOB0800,Robotics Engineer (AI),Robotics,Entry,3,Bachelor's,212000.0,90000.0,300000.0,San Francisco,USA,On-site,SME (51-500),Consulting,Simulation|Control Systems|Computer Vision|C++|Agile|Leadership|Problem Solving,8.72,76,13.4,8.8,2026,3,0,0,0
AIJOB0801,Senior ML Engineer,AI Engineering,Senior,12,Bootcamp/Self-taught,307000.0,95000.0,320000.0,Seattle,USA,Hybrid,Mid-size (501-5000),Media,Distributed Systems|MLOps|Python|Linux|Communication,47.95,96,29.3,8.9,2026,1,1,1,0
AIJOB0802,RAG Engineer,AI Engineering,Entry,2,Bachelor's,280000.0,90000.0,300000.0,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,Embeddings|Search Systems|LangChain|Vector DBs|Python|LLMs|Research|Linux|Leadership,43.59,94,87.6,6.1,2026,2,0,1,1
AIJOB0803,Multimodal AI Engineer,AI Engineering,Senior,9,Master's,269000.0,95000.0,320000.0,Dubai,UAE,Hybrid,Startup (1-50),Government,PyTorch|Python|Fine-tuning|SQL|Statistics,29.64,90,22.1,8.2,2025,2,1,1,1
AIJOB0804,AI Research Scientist,Research,Senior,8,PhD,224000.0,95000.0,320000.0,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Manufacturing,PyTorch|Mathematics|Deep Learning|Publishing|Research|Linux,7.95,88,9.6,6.9,2026,3,1,1,0
AIJOB0805,Robotics Engineer (AI),Robotics,Mid,6,Master's,125000.0,90000.0,320000.0,Bangalore,India,Hybrid,Mid-size (501-5000),Healthcare,C++|Computer Vision|Python|Git|Statistics,39.02,76,29.7,7.8,2026,2,0,1,0
AIJOB0806,LLM Engineer,AI Engineering,Entry,3,Bootcamp/Self-taught,278000.0,90000.0,300000.0,Chicago,USA,Hybrid,Big Tech (FAANG+),Finance,Fine-tuning|Prompt Engineering|Vector DBs|Python|Leadership,42.56,98,41.7,9.6,2026,2,0,1,1
AIJOB0807,LLM Engineer,AI Engineering,Mid,5,Associate's,160000.0,90000.0,320000.0,Tokyo,Japan,Fully Remote,Mid-size (501-5000),Finance,Fine-tuning|LLM APIs|Python|RAG|Prompt Engineering|Problem Solving|Git|Leadership,21.95,98,27.0,6.8,2026,2,0,1,1
AIJOB0808,AI Business Analyst,Business,Entry,3,Bachelor's,95000.0,90000.0,300000.0,London,UK,On-site,Mid-size (501-5000),Manufacturing,Business Analysis|SQL|Python|Communication|Git|Statistics,51.28,78,9.3,8.4,2025,7,0,0,0
AIJOB0809,AI Ethics Officer,Governance,Senior,9,Bootcamp/Self-taught,110000.0,95000.0,320000.0,Dubai,UAE,Fully Remote,Startup (1-50),Technology,AI Policy|Ethics Frameworks|Research|Git|Agile|Problem Solving,46.99,72,14.6,8.0,2026,3,1,1,0
AIJOB0810,AI Business Analyst,Business,Entry,3,Associate's,95000.0,90000.0,300000.0,Dubai,UAE,Hybrid,Enterprise (5000+),Media,SQL|Business Analysis|Python|Communication|Leadership,51.28,78,15.1,9.4,2026,3,0,1,0
AIJOB0811,AI Compliance Manager,Governance,Senior,9,PhD,121000.0,95000.0,320000.0,Amsterdam,Netherlands,Fully Remote,Enterprise (5000+),Education,Auditing|Legal Knowledge|Risk Management|Documentation|Linux,41.69,68,29.6,9.4,2025,11,1,1,0
AIJOB0812,AI Product Manager,Product,Senior,10,PhD,140000.0,95000.0,320000.0,Bangalore,India,On-site,Enterprise (5000+),Manufacturing,Stakeholder Mgmt|AI Literacy|Data Analysis|Product Strategy|Agile|Git|Problem Solving|Cloud,32.53,85,5.2,6.1,2025,5,1,0,0
AIJOB0813,Data Engineer (AI),Data Engineering,Entry,3,Bachelor's,189000.0,90000.0,300000.0,London,UK,Hybrid,Big Tech (FAANG+),Technology,ETL|SQL|Feature Stores|Communication,3.08,88,18.0,8.4,2026,3,0,1,0
AIJOB0814,AI Research Scientist,Research,Senior,12,PhD,280000.0,95000.0,320000.0,Boston,USA,Fully Remote,Mid-size (501-5000),Research,Deep Learning|Mathematics|Publishing|Python|PyTorch|Research|Research|Problem Solving,34.94,88,8.7,6.0,2025,9,1,1,0
AIJOB0815,Generative AI Engineer,AI Engineering,Entry,2,Master's,295000.0,90000.0,300000.0,Chicago,USA,On-site,Mid-size (501-5000),Finance,GenAI APIs|LLMs|Python|Fine-tuning|Communication,51.28,95,79.1,8.5,2026,3,0,0,1
AIJOB0816,Senior ML Engineer,AI Engineering,Senior,11,Bachelor's,227000.0,95000.0,320000.0,New York,USA,Fully Remote,Enterprise (5000+),Healthcare,MLOps|PyTorch|LLM Fine-tuning|System Design|Distributed Systems|SQL|Leadership,9.4,96,66.6,8.5,2025,3,1,1,0
AIJOB0817,Data Engineer (AI),Data Engineering,Mid,4,PhD,220000.0,90000.0,320000.0,Remote,Global,Fully Remote,Enterprise (5000+),Media,Feature Stores|SQL|Airflow|Spark|dbt|Python|ETL|Linux|Git,7.32,88,23.5,7.5,2026,1,0,1,0
AIJOB0818,Generative AI Engineer,AI Engineering,Mid,7,Associate's,177000.0,90000.0,320000.0,Boston,USA,Fully Remote,Enterprise (5000+),Research,Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Research,13.66,95,62.8,9.7,2026,1,0,1,1
AIJOB0819,AI Product Manager,Product,Senior,8,Associate's,158000.0,95000.0,320000.0,Chicago,USA,Hybrid,SME (51-500),Consulting,Agile|AI Literacy|Product Strategy|Cloud|Statistics|Git,23.86,85,8.6,9.4,2025,6,1,1,0
AIJOB0820,AI Infrastructure Eng,Infrastructure,Mid,5,PhD,241000.0,90000.0,320000.0,London,UK,Hybrid,Big Tech (FAANG+),Government,Distributed Systems|Cloud|Networking|CUDA|Kubernetes|Research|Communication|Linux,17.56,85,19.3,7.0,2025,8,0,1,0
AIJOB0821,RAG Engineer,AI Engineering,Mid,6,Associate's,280000.0,90000.0,320000.0,Boston,USA,Hybrid,SME (51-500),Automotive,Python|Vector DBs|Search Systems|Embeddings|LangChain|LLMs|Statistics,36.59,94,70.5,9.5,2026,1,0,1,1
AIJOB0822,AI Ethics Officer,Governance,Mid,5,Master's,110000.0,90000.0,320000.0,Toronto,Canada,On-site,SME (51-500),Healthcare,Ethics Frameworks|Communication|Research|SQL|Leadership|Communication,46.34,72,24.0,7.9,2026,3,0,0,0
AIJOB0823,AI Solutions Architect,Architecture,Senior,11,PhD,320000.0,95000.0,320000.0,Dubai,UAE,Fully Remote,Big Tech (FAANG+),Retail,Cloud|Enterprise Architecture|Python|System Design|ML|SQL,54.22,84,14.7,6.3,2026,3,1,1,0
AIJOB0824,AI Product Manager,Product,Mid,5,PhD,211000.0,90000.0,320000.0,Boston,USA,Fully Remote,Enterprise (5000+),Healthcare,Data Analysis|Product Strategy|Agile|Problem Solving,2.93,85,19.7,7.3,2025,5,0,1,0
AIJOB0825,Deep Learning Engineer,AI Engineering,Mid,6,Bachelor's,192000.0,90000.0,320000.0,Remote,Global,Hybrid,Mid-size (501-5000),Consulting,GPU Computing|Neural Networks|CUDA|Communication,6.34,89,29.2,6.6,2025,3,0,1,0
AIJOB0826,Generative AI Engineer,AI Engineering,Mid,7,Master's,172000.0,90000.0,320000.0,Austin,USA,Hybrid,Startup (1-50),Government,Diffusion Models|Deployment|GenAI APIs|Python|Fine-tuning|LLMs|Git,16.1,95,28.2,6.5,2026,2,0,1,1
AIJOB0827,Senior Data Scientist,Data Science,Senior,8,Master's,218000.0,95000.0,320000.0,Toronto,Canada,Hybrid,Big Tech (FAANG+),Automotive,Causal Inference|Deep Learning|Advanced Statistics|Cloud|Statistics,5.06,90,16.4,9.3,2026,3,1,1,0
AIJOB0828,Data Scientist,Data Science,Entry,2,Bachelor's,138000.0,90000.0,300000.0,Austin,USA,Hybrid,Mid-size (501-5000),Energy,ML Algorithms|Data Visualization|Statistics|Scikit-learn|Python|SQL|Linux,29.23,92,76.3,8.2,2026,2,0,1,0
AIJOB0829,Data Engineer (AI),Data Engineering,Mid,6,Master's,130000.0,90000.0,320000.0,Sydney,Australia,On-site,Startup (1-50),Retail,SQL|Spark|dbt|Airflow|Python|ETL|Feature Stores|Git|Linux,36.59,88,18.7,8.1,2025,3,0,0,0
AIJOB0830,Deep Learning Engineer,AI Engineering,Senior,10,Master's,179000.0,95000.0,320000.0,San Francisco,USA,Hybrid,Mid-size (501-5000),Media,Neural Networks|Python|TensorFlow|Linux|Research|Communication,13.73,89,20.0,6.2,2026,1,1,1,0
AIJOB0831,Prompt Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,98000.0,90000.0,300000.0,Amsterdam,Netherlands,Fully Remote,Big Tech (FAANG+),Automotive,Testing|Prompt Design|Python|LLM APIs|NLP|SQL,49.74,82,5.8,6.2,2025,6,0,1,1
AIJOB0832,LLM Engineer,AI Engineering,Senior,8,PhD,300000.0,95000.0,320000.0,Remote,Global,Fully Remote,Big Tech (FAANG+),Healthcare,Prompt Engineering|Python|Fine-tuning|LLM APIs|RAG|Agile|Cloud,44.58,98,76.4,6.5,2026,2,1,1,1
AIJOB0833,Prompt Engineer,AI Engineering,Entry,1,Associate's,92000.0,90000.0,300000.0,San Francisco,USA,Hybrid,Startup (1-50),Finance,Prompt Design|LLM APIs|Documentation|Cloud|Leadership|Communication,52.82,82,28.6,7.9,2026,1,0,1,1
AIJOB0834,Robotics Engineer (AI),Robotics,Mid,5,PhD,240000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Big Tech (FAANG+),Automotive,Simulation|ROS|C++|SQL|Research|Git,17.07,76,7.5,6.2,2026,2,0,1,0
AIJOB0835,Senior ML Engineer,AI Engineering,Senior,12,Associate's,312000.0,95000.0,320000.0,New York,USA,Hybrid,Mid-size (501-5000),Energy,PyTorch|MLOps|Distributed Systems|Python|System Design|SQL,50.36,96,77.7,8.6,2026,3,1,1,0
AIJOB0836,Prompt Engineer,AI Engineering,Mid,5,Bachelor's,90000.0,90000.0,320000.0,Beijing,China,Fully Remote,Mid-size (501-5000),Retail,Python|LLM APIs|Testing|Cloud|Linux|Research,56.1,82,15.9,6.6,2025,2,0,1,1
AIJOB0837,AI Security Engineer,Security,Mid,7,Bachelor's,185000.0,90000.0,320000.0,London,UK,Fully Remote,SME (51-500),Finance,Red Teaming|Risk Analysis|Cybersecurity|ML Security|Problem Solving|SQL,9.76,80,19.7,8.5,2025,5,0,1,0
AIJOB0838,ML Engineer,AI Engineering,Mid,4,Associate's,222000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Mid-size (501-5000),Retail,Kubernetes|Python|TensorFlow|SQL|MLOps|Linux|SQL,8.29,97,74.0,7.1,2026,2,0,1,0
AIJOB0839,LLM Engineer,AI Engineering,Entry,3,Master's,166000.0,90000.0,300000.0,Beijing,China,Fully Remote,Big Tech (FAANG+),Government,Prompt Engineering|RAG|Python|LLM APIs|Fine-tuning|Vector DBs|Cloud,14.87,98,50.4,9.6,2026,3,0,1,1
AIJOB0840,Computer Vision Engineer,AI Engineering,Mid,6,PhD,159000.0,90000.0,320000.0,London,UK,Fully Remote,SME (51-500),Research,Image Processing|CUDA|Python|PyTorch|OpenCV|Git,22.44,87,27.1,9.2,2026,1,0,1,0
AIJOB0841,AI Engineer,AI Engineering,Mid,6,Associate's,124000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,Enterprise (5000+),Consulting,Python|Docker|LLM Integration|Linux,39.51,95,73.6,8.4,2025,9,0,1,0
AIJOB0842,Senior ML Engineer,AI Engineering,Mid,6,Master's,312000.0,90000.0,320000.0,London,UK,On-site,Mid-size (501-5000),Media,Python|LLM Fine-tuning|System Design|MLOps|Distributed Systems|PyTorch|Cloud|Agile|Leadership,52.2,96,47.9,9.3,2025,9,0,0,0
AIJOB0843,Generative AI Engineer,AI Engineering,Entry,2,Associate's,295000.0,90000.0,300000.0,London,UK,Hybrid,Big Tech (FAANG+),Education,Python|Deployment|Fine-tuning|Diffusion Models|Cloud,51.28,95,75.5,6.7,2025,10,0,1,1
AIJOB0844,Senior ML Engineer,AI Engineering,Mid,6,Bachelor's,312000.0,90000.0,320000.0,Paris,France,Fully Remote,Big Tech (FAANG+),Education,LLM Fine-tuning|MLOps|System Design|Python|Cloud|Leadership|Linux,52.2,96,83.9,8.5,2026,3,0,1,0
AIJOB0845,AI Agent Developer,AI Engineering,Mid,7,Associate's,157000.0,90000.0,320000.0,New York,USA,On-site,Mid-size (501-5000),Government,AutoGen|Python|Tool Use|Statistics,23.41,96,61.9,6.7,2025,12,0,0,1
AIJOB0846,Robotics Engineer (AI),Robotics,Senior,10,Bootcamp/Self-taught,131000.0,95000.0,320000.0,Tokyo,Japan,Hybrid,SME (51-500),Research,Python|C++|ROS|Control Systems|Simulation|Computer Vision|Cloud|Problem Solving|Communication,36.87,76,5.6,7.7,2025,2,1,1,0
AIJOB0847,AI Solutions Architect,Architecture,Senior,8,Bachelor's,320000.0,95000.0,320000.0,San Francisco,USA,Fully Remote,SME (51-500),Energy,Leadership|Cloud|Python|Enterprise Architecture|System Design|Leadership,54.22,84,11.6,7.5,2026,1,1,1,0
AIJOB0848,RAG Engineer,AI Engineering,Entry,3,PhD,280000.0,90000.0,300000.0,New York,USA,On-site,Enterprise (5000+),Finance,Search Systems|LangChain|Python|Vector DBs|Embeddings|LLMs|Agile,43.59,94,57.8,8.9,2026,2,0,0,1
AIJOB0849,Multimodal AI Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,160000.0,90000.0,320000.0,Beijing,China,Hybrid,SME (51-500),Retail,APIs|Python|Vision-Language Models|Fine-tuning|SQL,21.95,90,15.0,9.0,2026,1,0,1,1
AIJOB0850,Data Engineer (AI),Data Engineering,Mid,6,Master's,183000.0,90000.0,320000.0,Berlin,Germany,On-site,Mid-size (501-5000),Retail,Airflow|SQL|Python|Agile,10.73,88,15.1,6.2,2026,2,0,0,0
AIJOB0851,Generative AI Engineer,AI Engineering,Mid,6,PhD,295000.0,90000.0,320000.0,Seattle,USA,On-site,Big Tech (FAANG+),Healthcare,LLMs|Deployment|Python|Research|Leadership,43.9,95,34.8,8.0,2026,1,0,0,1
AIJOB0852,AI Product Manager,Product,Senior,8,Bootcamp/Self-taught,140000.0,95000.0,320000.0,Beijing,China,Fully Remote,SME (51-500),Retail,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Leadership|Research,32.53,85,12.8,9.4,2025,6,1,1,0
AIJOB0853,AI Business Analyst,Business,Entry,3,Bachelor's,95000.0,90000.0,300000.0,Berlin,Germany,On-site,Mid-size (501-5000),Research,Communication|Python|SQL|Data Visualization|Business Analysis|Cloud,51.28,78,16.9,7.6,2026,1,0,0,0
AIJOB0854,RAG Engineer,AI Engineering,Entry,3,Master's,280000.0,90000.0,300000.0,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Government,LangChain|Vector DBs|Python|LLMs|Search Systems|Embeddings|Problem Solving|SQL,43.59,94,58.4,8.5,2025,3,0,1,1
AIJOB0855,MLOps Engineer,ML Operations,Mid,6,Master's,243000.0,90000.0,320000.0,Dubai,UAE,Hybrid,Big Tech (FAANG+),Government,Monitoring|Docker|MLflow|CI/CD|Kubernetes|Cloud|SQL|Statistics,18.54,93,72.7,7.2,2026,2,0,1,0
AIJOB0856,AI Ethics Officer,Governance,Senior,8,Associate's,110000.0,95000.0,320000.0,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,Risk Assessment|Research|Ethics Frameworks|AI Policy|Linux|Communication,46.99,72,14.5,6.5,2026,2,1,1,0
AIJOB0857,AI Product Manager,Product,Senior,8,Bootcamp/Self-taught,140000.0,95000.0,320000.0,Paris,France,On-site,Startup (1-50),Finance,Stakeholder Mgmt|AI Literacy|Product Strategy|Data Analysis|Agile|Linux,32.53,85,29.1,9.0,2026,2,1,0,0
AIJOB0858,AI Infrastructure Eng,Infrastructure,Mid,7,Master's,270000.0,90000.0,320000.0,Remote,Global,Fully Remote,Mid-size (501-5000),Retail,Distributed Systems|Cloud|Storage|Linux,31.71,85,14.3,9.7,2026,2,0,1,0
AIJOB0859,Robotics Engineer (AI),Robotics,Entry,3,Bachelor's,126000.0,90000.0,300000.0,Dubai,UAE,On-site,Enterprise (5000+),Healthcare,Computer Vision|Control Systems|Simulation|Research|Leadership,35.38,76,19.4,9.4,2025,1,0,0,0
AIJOB0860,Computer Vision Engineer,AI Engineering,Senior,9,PhD,280000.0,95000.0,320000.0,Zurich,Switzerland,Hybrid,SME (51-500),Media,OpenCV|Python|CUDA|Communication,34.94,87,27.1,7.3,2026,3,1,1,0
AIJOB0861,AI Business Analyst,Business,Senior,8,Bootcamp/Self-taught,101000.0,95000.0,320000.0,Sydney,Australia,Hybrid,Big Tech (FAANG+),Consulting,Python|Business Analysis|Communication|SQL|Data Visualization|Git,51.33,78,17.6,9.3,2025,5,1,1,0
AIJOB0862,ML Engineer,AI Engineering,Mid,7,PhD,280000.0,90000.0,320000.0,New York,USA,Fully Remote,Enterprise (5000+),Research,TensorFlow|PyTorch|Kubernetes|Python|SQL|MLOps|Linux,36.59,97,54.2,8.9,2026,2,0,1,0
AIJOB0863,Multimodal AI Engineer,AI Engineering,Mid,6,Bootcamp/Self-taught,160000.0,90000.0,320000.0,Beijing,China,On-site,Startup (1-50),Technology,Vision-Language Models|PyTorch|APIs|Linux|Research|Problem Solving,21.95,90,18.5,8.6,2026,2,0,0,1
AIJOB0864,Data Engineer (AI),Data Engineering,Mid,5,Bachelor's,216000.0,90000.0,320000.0,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Energy,ETL|Python|SQL|dbt|Communication|SQL|Cloud,5.37,88,13.1,8.1,2026,2,0,1,0
AIJOB0865,RAG Engineer,AI Engineering,Mid,7,PhD,167000.0,90000.0,320000.0,London,UK,Hybrid,Mid-size (501-5000),Retail,Search Systems|Python|Embeddings|Research|Leadership,18.54,94,46.0,9.8,2025,5,0,1,1
